device,backend,precision,model_id,speaker,audio_id,duration_sec,load_sec,infer_sec,latency_sec,rtf,pred_text,ref_text,error,success,pred_norm,ref_norm,WER,CER
gpu,transformers_whisper,fp16,openai/whisper-tiny,Ardalan,Ardalan11,3.96,0.2937042387978484,0.29154642578214407,0.5852506645799924,0.07362283479347073,سالی در اخد کنر از ساک کشک از درود,ساقه‌ی درخت کنار سکو شکسته بود.,,True,سالی در اخد کنر از ساک کشک از درود,ساقه ی درخت کنار سکو شکسته بود,1.2857142857142858,0.5666666666666667
gpu,transformers_whisper,fp16,openai/whisper-tiny,Ardalan,Ardalan12,4.008,0.2937042387978484,0.22511486150324345,0.5188191003010918,0.056166382610589684,سرسا بادی سیل سور خسانگین شو,سرِ سبد سیب سرخ سنگین شد.,,True,سرسا بادی سیل سور خسانگین شو,سرِ سبد سیب سرخ سنگین شد,1.0,0.4583333333333333
gpu,transformers_whisper,fp16,openai/whisper-tiny,Ardalan,Ardalan13,8.568,0.2937042387978484,0.6343036480247974,0.9280078868226458,0.07403170495154032,بانی خصم ساری تو زیویدان باری چونه هیجنزا ده بودانم که نمت اتیشو ده چون میترون اتره از هته این دزارشوی,من می‌خواستم سریع توضیح بدم ولی چون هیجان‌زده بودم کلمات قاطی شد و جمله طولانی‌تر از حد انتظار شد.,,True,بانی خصم ساری تو زیویدان باری چونه هیجنزا ده بودانم که نمت اتیشو ده چون میترون اتره از هته این دزارشوی,من می خواستم سریع توضیح بدم ولی چون هیجان زده بودم کلمات قاطی شد و جمله طولانی تر از حد انتظار شد,0.9545454545454546,0.6082474226804123
gpu,transformers_whisper,fp16,openai/whisper-tiny,Ardalan,Ardalan14,9.384,0.2937042387978484,0.6518217949196696,0.945526033717518,0.06946097558820008,با خیصی سنگو فرمت هم زارم بان نوزیم موهد تو سهد ایتشان اپع کار می کاره درکتی شو بوران بچا داشگی شیدیمیشه,وقتی سیستم گفتار به متن همزمان با نویز محیط و صدای چند نفر کار می‌کنه، دقتش واقعاً به چالش کشیده می‌شه.,,True,با خیصی سنگو فرمت هم زارم بان نوزیم موهد تو سهد ایتشان اپع کار می کاره درکتی شو بوران بچا داشگی شیدیمیشه,وقتی سیستم گفتار به متن همزمان با نویز محیط و صدای چند نفر کار می کنه، دقتش واقعاً به چالش کشیده می شه,0.9130434782608695,0.5882352941176471
gpu,transformers_whisper,fp16,openai/whisper-tiny,Ardalan,Ardalan15,6.816,0.2937042387978484,0.5397292897105217,0.83343352850837,0.07918563522748265,پروزی ویسفر بروی پر از اشکو فره چند زعبون اتها مرکوز دره,پروژه‌ی Whisper روی پردازش گفتار چندزبانه تمرکز داره.,,True,پروزی ویسفر بروی پر از اشکو فره چند زعبون اتها مرکوز دره,پروژه ی Whisper روی پردازش گفتار چندزبانه تمرکز داره,1.3333333333333333,0.5769230769230769
gpu,transformers_whisper,fp16,openai/whisper-tiny,Ardalan,Ardalan16,6.72,0.2937042387978484,0.32384741213172674,0.6175516509295751,0.04819157918626886,اگر بایتون ایتورش را تران سفر مرهل کارم کرا,من با پایتون، PyTorch و ترنسفورمرها کار می‌کنم.,,True,اگر بایتون ایتورش را تران سفر مرهل کارم کرا,من با پایتون، PyTorch و ترنسفورمرها کار می کنم,1.0,0.5434782608695652
gpu,transformers_whisper,fp16,openai/whisper-tiny,Ardalan,Ardalan17,4.8,0.2937042387978484,0.3167494246736169,0.6104536634714652,0.06598946347367018,این فادر اتوی کیت هب کامیت که ازماری پوشناله,این فایل رو توی گیت‌هاب کامیت کردم ولی پوش ندادم.,,True,این فادر اتوی کیت هب کامیت که ازماری پوشناله,این فایل رو توی گیت هاب کامیت کردم ولی پوش ندادم,0.8181818181818182,0.375
gpu,transformers_whisper,fp16,openai/whisper-tiny,Ardalan,Ardalan18,8.04,0.2937042387978484,0.564849310554564,0.8585535493524123,0.07025488937245822,دیروز ساده پنجا سراخلاشم ریر مدلجائد کارمی کارده انترد قائد شده خولتها مرکوزا پارید,دیروز ساعت پنج عصر، وقتی داشتم روی مدل جدید کار می‌کردم، اینترنت قطع شد و کل تمرکزم پرید.,,True,دیروز ساده پنجا سراخلاشم ریر مدلجائد کارمی کارده انترد قائد شده خولتها مرکوزا پارید,دیروز ساعت پنج عصر، وقتی داشتم روی مدل جدید کار می کردم، اینترنت قطع شد و کل تمرکزم پرید,0.9473684210526315,0.4431818181818182
gpu,transformers_whisper,fp16,openai/whisper-tiny,Shayan,Shayan01,4.248,0.2937042387978484,0.2859748341143131,0.5796790729121615,0.06731987620393434,ام روزه با خیلی خوب ومن محمیاد رابی کونان,امروز هوا خیلی خوبه و من می‌خوام پیاده‌روی کنم.,,True,ام روزه با خیلی خوب ومن محمیاد رابی کونان,امروز هوا خیلی خوبه و من می خوام پیاده روی کنم,1.0,0.41304347826086957
gpu,transformers_whisper,fp16,openai/whisper-tiny,Shayan,Shayan02,3.696,0.2937042387978484,0.36393755581229925,0.6576417946101476,0.09846795341241862,من درمیج مدلک افتر رمت نفارسی رتیس نکانا,من دارم یک مدل گفتار به متن فارسی رو تست می‌کنم.,,True,من درمیج مدلک افتر رمت نفارسی رتیس نکانا,من دارم یک مدل گفتار به متن فارسی رو تست می کنم,0.9166666666666666,0.425531914893617
gpu,transformers_whisper,fp16,openai/whisper-tiny,Shayan,Shayan03,3.648,0.2937042387978484,0.3401582697406411,0.6338625085384895,0.09324513973153539,لطفانین جاملی رو در ریفا بدون اشتبا بینه بیس,لطفاً این جمله را دقیق و بدون اشتباه بنویس.,,True,لطفانین جاملی رو در ریفا بدون اشتبا بینه بیس,لطفاً این جمله را دقیق و بدون اشتباه بنویس,1.0,0.40476190476190477
gpu,transformers_whisper,fp16,openai/whisper-tiny,Shayan,Shayan04,3.744,0.2937042387978484,0.3232509410008788,0.6169551797987272,0.08633839236134583,راستی یا حصلی ترافیگو شلو ویر انا درام,راستش دیگه حوصله‌ی ترافیک و شلوغی رو ندارم.,,True,راستی یا حصلی ترافیگو شلو ویر انا درام,راستش دیگه حوصله ی ترافیک و شلوغی رو ندارم,1.0,0.42857142857142855
gpu,transformers_whisper,fp16,openai/whisper-tiny,Shayan,Shayan05,3.744,0.2937042387978484,0.36352885235100985,0.6572330911488582,0.09709638150400904,علم داری ران نمید نمشیمی خوم بیبالی ادم میدام,الان دقیقاً نمی‌دونم چی می‌خوام بگم ولی ادامه می‌دم!,,True,علم داری ران نمید نمشیمی خوم بیبالی ادم میدام,الان دقیقاً نمی دونم چی می خوام بگم ولی ادامه می دم,1.0,0.43137254901960786
gpu,transformers_whisper,fp16,openai/whisper-tiny,Shayan,Shayan06,4.584,0.2937042387978484,0.33024997916072607,0.6239542179585744,0.0720440617715371,کف بیس ساته هشت ونخو تبما من دیر جهت,گفت بیا ساعت هشت، ولی خب طبق معمول دیر کرد.,,True,کف بیس ساته هشت ونخو تبما من دیر جهت,گفت بیا ساعت هشت، ولی خب طبق معمول دیر کرد,0.9,0.47619047619047616
gpu,transformers_whisper,fp16,openai/whisper-tiny,Shayan,Shayan07,4.56,0.2937042387978484,0.41859442833811045,0.7122986671359588,0.09179702375835756,جلسی بهدی ساتل نهو چلو پاین دیعبی سو پر گزارم شای,جلسه‌ی بعدی ساعت ۹ و ۴۵ دقیقه‌ی صبح برگزار می‌شه.,,True,جلسی بهدی ساتل نهو چلو پاین دیعبی سو پر گزارم شای,جلسه ی بعدی ساعت 9 و 45 دقیقه ی صبح برگزار می شه,1.0,0.5625
gpu,transformers_whisper,fp16,openai/whisper-tiny,Shayan,Shayan08,6.096,0.2937042387978484,0.522956513799727,0.8166607525975753,0.08578682969155627,مبینی سالله از ارسی ستنا و تهاش ده هزار چار سلدر ریب پورا جاه کشه مستنی کار چیار دا,من بین سال‌های ۱۳۹۸ تا ۱۴۰۲ روی پروژه‌های هوش مصنوعی کار کردم.,,True,مبینی سالله از ارسی ستنا و تهاش ده هزار چار سلدر ریب پورا جاه کشه مستنی کار چیار دا,من بین سال های 1398 تا 1402 روی پروژه های هوش مصنوعی کار کردم,1.2857142857142858,0.8524590163934426
gpu,transformers_whisper,fp16,openai/whisper-tiny,Shayan,Shayan09,3.912,0.2937042387978484,0.2821879303082824,0.5758921691061307,0.0721339290154096,گئی مدلاب توگ دو دو بیستو هفت میلیون طوما نه,قیمت این لپ‌تاپ حدود بیست و هفت میلیون تومنه.,,True,گئی مدلاب توگ دو دو بیستو هفت میلیون طوما نه,قیمت این لپ تاپ حدود بیست و هفت میلیون تومنه,0.9,0.4318181818181818
gpu,transformers_whisper,fp16,openai/whisper-tiny,Shayan,Shayan10,5.088,0.2937042387978484,0.29619697108864784,0.5899012098864962,0.058214813500127326,شیرش لن شیش باشی روز خلی فر بها همش رو مش هم,شیر، شیلنگ، شیشه و شیراز خیلی شبیه هم شروع می‌شن.,,True,شیرش لن شیش باشی روز خلی فر بها همش رو مش هم,شیر، شیلنگ، شیشه و شیراز خیلی شبیه هم شروع می شن,1.0909090909090908,0.4583333333333333
gpu,transformers_whisper,fp16,openai/whisper-tiny,Shayan,Shayan11,3.768,0.2937042387978484,0.20287951920181513,0.49658375799966353,0.05384275987309319,ساوهی دراختی نرسا کشه کستبود,ساقه‌ی درخت کنار سکو شکسته بود.,,True,ساوهی دراختی نرسا کشه کستبود,ساقه ی درخت کنار سکو شکسته بود,1.0,0.4666666666666667
gpu,transformers_whisper,fp16,openai/whisper-tiny,Shayan,Shayan12,3.408,0.2937042387978484,0.2765808701515198,0.5702851089493681,0.08115635861253515,سارسا بادی سیبسو اخساً جنشوط,سرِ سبد سیب سرخ سنگین شد.,,True,سارسا بادی سیبسو اخساً جنشوط,سرِ سبد سیب سرخ سنگین شد,1.0,0.75
gpu,transformers_whisper,fp16,openai/whisper-tiny,Shayan,Shayan13,7.2,0.2937042387978484,0.5253848824650049,0.8190891212628533,0.07297012256458402,مامم خاصم ساری توزیه به نماریشون هیجنزت و دم کلا مطراتی شو دجون به تولانیتر ازاد دینتزارشهد,من می‌خواستم سریع توضیح بدم ولی چون هیجان‌زده بودم کلمات قاطی شد و جمله طولانی‌تر از حد انتظار شد.,,True,مامم خاصم ساری توزیه به نماریشون هیجنزت و دم کلا مطراتی شو دجون به تولانیتر ازاد دینتزارشهد,من می خواستم سریع توضیح بدم ولی چون هیجان زده بودم کلمات قاطی شد و جمله طولانی تر از حد انتظار شد,1.0,0.4742268041237113
gpu,transformers_whisper,fp16,openai/whisper-tiny,Shayan,Shayan14,7.224,0.2937042387978484,0.6781602771952748,0.9718645159931232,0.093876007363687,اما اختیسی سمگ افتر لنا تم زاوم بنویز مویتی سدیچا نفر کارن کنه در اتیش و غام بچالش کشی دمیشه,وقتی سیستم گفتار به متن همزمان با نویز محیط و صدای چند نفر کار می‌کنه، دقتش واقعاً به چالش کشیده می‌شه.,,True,اما اختیسی سمگ افتر لنا تم زاوم بنویز مویتی سدیچا نفر کارن کنه در اتیش و غام بچالش کشی دمیشه,وقتی سیستم گفتار به متن همزمان با نویز محیط و صدای چند نفر کار می کنه، دقتش واقعاً به چالش کشیده می شه,0.9565217391304348,0.5
gpu,transformers_whisper,fp16,openai/whisper-tiny,Shayan,Shayan15,4.56,0.2937042387978484,0.30858642514795065,0.602290663945799,0.06767246165525234,پورجی بیس بری پرزش گفتر چانزاوانا تلاقوز دره,پروژه‌ی Whisper روی پردازش گفتار چندزبانه تمرکز داره.,,True,پورجی بیس بری پرزش گفتر چانزاوانا تلاقوز دره,پروژه ی Whisper روی پردازش گفتار چندزبانه تمرکز داره,1.0,0.5
gpu,transformers_whisper,fp16,openai/whisper-tiny,Shayan,Shayan16,4.032,0.2937042387978484,0.27188221644610167,0.56558645524395,0.06743110526937045,ممبر پائچون پائٹوش و تراثفون مرحقا رکانا,من با پایتون، PyTorch و ترنسفورمرها کار می‌کنم.,,True,ممبر پائچون پائٹوش و تراثفون مرحقا رکانا,من با پایتون، PyTorch و ترنسفورمرها کار می کنم,0.8888888888888888,0.5869565217391305
gpu,transformers_whisper,fp16,openai/whisper-tiny,Shayan,Shayan17,3.576,0.2937042387978484,0.28930399660021067,0.583008235398059,0.08090156504480164,این فالو تویگی تو کامیت که نمالی پوش ندادا,این فایل رو توی گیت‌هاب کامیت کردم ولی پوش ندادم.,,True,این فالو تویگی تو کامیت که نمالی پوش ندادا,این فایل رو توی گیت هاب کامیت کردم ولی پوش ندادم,0.7272727272727273,0.2916666666666667
gpu,transformers_whisper,fp16,openai/whisper-tiny,Shayan,Shayan18,6.216,0.2937042387978484,0.5062808925285935,0.7999851313264419,0.08144802003355751,دیرو ساتب هنجارس راکفی داشم رمو دلجائی کارم کرمی تینت نتخد کلی تمار کزام پرید,دیروز ساعت پنج عصر، وقتی داشتم روی مدل جدید کار می‌کردم، اینترنت قطع شد و کل تمرکزم پرید.,,True,دیرو ساتب هنجارس راکفی داشم رمو دلجائی کارم کرمی تینت نتخد کلی تمار کزام پرید,دیروز ساعت پنج عصر، وقتی داشتم روی مدل جدید کار می کردم، اینترنت قطع شد و کل تمرکزم پرید,0.9473684210526315,0.4318181818181818
gpu,transformers_whisper,fp16,openai/whisper-base,Ardalan,Ardalan01,5.4,0.16802129653903344,0.3854394434019923,0.5534607399410257,0.07137767470407265,ایم روز ها بخیدی خوبه او ها میخام پیلد ربی کنه,امروز هوا خیلی خوبه و من می‌خوام پیاده‌روی کنم.,,True,ایم روز ها بخیدی خوبه او ها میخام پیلد ربی کنه,امروز هوا خیلی خوبه و من می خوام پیاده روی کنم,1.0,0.30434782608695654
gpu,transformers_whisper,fp16,openai/whisper-base,Ardalan,Ardalan02,6.0,0.16802129653903344,0.3800657130777836,0.548087009616817,0.06334428551296394,مندرام ایش مدده دایقو افتار بِمادس افارسی رو تیسم کارام,من دارم یک مدل گفتار به متن فارسی رو تست می‌کنم.,,True,مندرام ایش مدده دایقو افتار بِمادس افارسی رو تیسم کارام,من دارم یک مدل گفتار به متن فارسی رو تست می کنم,0.9166666666666666,0.574468085106383
gpu,transformers_whisper,fp16,openai/whisper-base,Ardalan,Ardalan03,4.728,0.16802129653903344,0.30977767892181873,0.47779897546085215,0.06551981364674678,جو تفنی جومدرو تاقیگو با دن اشتلا با نبیس,لطفاً این جمله را دقیق و بدون اشتباه بنویس.,,True,جو تفنی جومدرو تاقیگو با دن اشتلا با نبیس,لطفاً این جمله را دقیق و بدون اشتباه بنویس,1.0,0.5952380952380952
gpu,transformers_whisper,fp16,openai/whisper-base,Ardalan,Ardalan04,4.008,0.16802129653903344,0.302500955760479,0.4705222522995124,0.07547429035940094,راستش تیگیه اصلای تیرافیگو شلیوگی رونادر,راستش دیگه حوصله‌ی ترافیک و شلوغی رو ندارم.,,True,راستش تیگیه اصلای تیرافیگو شلیوگی رونادر,راستش دیگه حوصله ی ترافیک و شلوغی رو ندارم,0.8888888888888888,0.35714285714285715
gpu,transformers_whisper,fp16,openai/whisper-base,Ardalan,Ardalan05,4.944,0.16802129653903344,0.3411767026409507,0.5091979991799841,0.06900823273482012,آلا دیتا ایغانی میلی رم چیمی خمبیان واری دا میدار,الان دقیقاً نمی‌دونم چی می‌خوام بگم ولی ادامه می‌دم!,,True,آلا دیتا ایغانی میلی رم چیمی خمبیان واری دا میدار,الان دقیقاً نمی دونم چی می خوام بگم ولی ادامه می دم,1.0,0.5882352941176471
gpu,transformers_whisper,fp16,openai/whisper-base,Ardalan,Ardalan06,7.152,0.16802129653903344,0.30885600578039885,0.47687730231943226,0.04318456456661057,کفت بیو سات هاشت با دیگه تو ها مدی رکیارت,گفت بیا ساعت هشت، ولی خب طبق معمول دیر کرد.,,True,کفت بیو سات هاشت با دیگه تو ها مدی رکیارت,گفت بیا ساعت هشت، ولی خب طبق معمول دیر کرد,1.0,0.5952380952380952
gpu,transformers_whisper,fp16,openai/whisper-base,Ardalan,Ardalan07,5.4,0.16802129653903344,0.35300118662416935,0.5210224831632028,0.06537059011558691,چیرازی بیت ساتی نهوگی سپنش دین ریس سوپای گزارمشی,جلسه‌ی بعدی ساعت ۹ و ۴۵ دقیقه‌ی صبح برگزار می‌شه.,,True,چیرازی بیت ساتی نهوگی سپنش دین ریس سوپای گزارمشی,جلسه ی بعدی ساعت 9 و 45 دقیقه ی صبح برگزار می شه,1.0,0.6875
gpu,transformers_whisper,fp16,openai/whisper-base,Ardalan,Ardalan08,7.152,0.16802129653903344,0.49931909516453743,0.6673403917035708,0.06981530972658521,من بین ساده از ارسد نواته هش تو از آر شرصه دو بی پورجه اوشه اصلای کال خیر دا,من بین سال‌های ۱۳۹۸ تا ۱۴۰۲ روی پروژه‌های هوش مصنوعی کار کردم.,,True,من بین ساده از ارسد نواته هش تو از آر شرصه دو بی پورجه اوشه اصلای کال خیر دا,من بین سال های 1398 تا 1402 روی پروژه های هوش مصنوعی کار کردم,1.2142857142857142,0.7213114754098361
gpu,transformers_whisper,fp16,openai/whisper-base,Ardalan,Ardalan09,4.848,0.16802129653903344,0.2529438529163599,0.4209651494553933,0.052174887152714504,ایما تین دابتوب حلی بیستهاف بلین توانا,قیمت این لپ‌تاپ حدود بیست و هفت میلیون تومنه.,,True,ایما تین دابتوب حلی بیستهاف بلین توانا,قیمت این لپ تاپ حدود بیست و هفت میلیون تومنه,1.0,0.4772727272727273
gpu,transformers_whisper,fp16,openai/whisper-base,Ardalan,Ardalan10,6.216,0.16802129653903344,0.30729631800204515,0.47531761454107857,0.04943634459492361,شیر شلاق شی شو شی روز خلی شابی هم شرم شن,شیر، شیلنگ، شیشه و شیراز خیلی شبیه هم شروع می‌شن.,,True,شیر شلاق شی شو شی روز خلی شابی هم شرم شن,شیر، شیلنگ، شیشه و شیراز خیلی شبیه هم شروع می شن,0.9090909090909091,0.3541666666666667
gpu,transformers_whisper,fp16,openai/whisper-base,Ardalan,Ardalan11,3.96,0.16802129653903344,0.2757396660745144,0.4437609626135478,0.06963122880669555,سالی دیر اخطه که نرسته کشه کسته اوط,ساقه‌ی درخت کنار سکو شکسته بود.,,True,سالی دیر اخطه که نرسته کشه کسته اوط,ساقه ی درخت کنار سکو شکسته بود,1.1428571428571428,0.6333333333333333
gpu,transformers_whisper,fp16,openai/whisper-base,Ardalan,Ardalan12,4.008,0.16802129653903344,0.2539399126544595,0.4219612091934929,0.0633582616403342,سالا سبا ده سیلسور سنگین شلک,سرِ سبد سیب سرخ سنگین شد.,,True,سالا سبا ده سیلسور سنگین شلک,سرِ سبد سیب سرخ سنگین شد,0.8333333333333334,0.5
gpu,transformers_whisper,fp16,openai/whisper-base,Ardalan,Ardalan13,8.568,0.16802129653903344,0.7485376624390483,0.9165589589780817,0.08736433968709714,ما نی خوستم سای تو زیویدن واری چون حیجن زد بودن که نمت سقاتی شودت جوم رتلون اتراز هده این دیزار شود,من می‌خواستم سریع توضیح بدم ولی چون هیجان‌زده بودم کلمات قاطی شد و جمله طولانی‌تر از حد انتظار شد.,,True,ما نی خوستم سای تو زیویدن واری چون حیجن زد بودن که نمت سقاتی شودت جوم رتلون اتراز هده این دیزار شود,من می خواستم سریع توضیح بدم ولی چون هیجان زده بودم کلمات قاطی شد و جمله طولانی تر از حد انتظار شد,0.9545454545454546,0.44329896907216493
gpu,transformers_whisper,fp16,openai/whisper-base,Ardalan,Ardalan14,9.384,0.16802129653903344,0.6545335100963712,0.8225548066354046,0.06974994779373093,باخس سیستانه گفرلمات همزار موننوزیم مونکی تصد ایت شعن نقفا کرن کنه دیکتی شفوران بچالش کشی دمشه,وقتی سیستم گفتار به متن همزمان با نویز محیط و صدای چند نفر کار می‌کنه، دقتش واقعاً به چالش کشیده می‌شه.,,True,باخس سیستانه گفرلمات همزار موننوزیم مونکی تصد ایت شعن نقفا کرن کنه دیکتی شفوران بچالش کشی دمشه,وقتی سیستم گفتار به متن همزمان با نویز محیط و صدای چند نفر کار می کنه، دقتش واقعاً به چالش کشیده می شه,1.0,0.5392156862745098
gpu,transformers_whisper,fp16,openai/whisper-base,Ardalan,Ardalan15,6.816,0.16802129653903344,0.36781479604542255,0.535836092584456,0.0539634383869458,پروجه ویسپر بوی پرزاشه گفتره چنگ زابانه تارکوز دره,پروژه‌ی Whisper روی پردازش گفتار چندزبانه تمرکز داره.,,True,پروجه ویسپر بوی پرزاشه گفتره چنگ زابانه تارکوز دره,پروژه ی Whisper روی پردازش گفتار چندزبانه تمرکز داره,1.0,0.4230769230769231
gpu,transformers_whisper,fp16,openai/whisper-base,Ardalan,Ardalan16,6.72,0.16802129653903344,0.31785900332033634,0.48588029985936976,0.0473004469226691,بایتون باوی تورس رات ترنس فورمر هل کارمکارا,من با پایتون، PyTorch و ترنسفورمرها کار می‌کنم.,,True,بایتون باوی تورس رات ترنس فورمر هل کارمکارا,من با پایتون، PyTorch و ترنسفورمرها کار می کنم,1.0,0.6086956521739131
gpu,transformers_whisper,fp16,openai/whisper-base,Ardalan,Ardalan17,4.8,0.16802129653903344,0.36548127699643373,0.5335025735354672,0.07614193270759037,این فادره تویقیت هب کامیت که از این باری پوشن از,این فایل رو توی گیت‌هاب کامیت کردم ولی پوش ندادم.,,True,این فادره تویقیت هب کامیت که از این باری پوشن از,این فایل رو توی گیت هاب کامیت کردم ولی پوش ندادم,0.9090909090909091,0.4583333333333333
gpu,transformers_whisper,fp16,openai/whisper-base,Ardalan,Ardalan18,8.04,0.16802129653903344,0.7331804623827338,0.9012017589217672,0.0911915997988475,دیروس آده پنجاس راخد اشام رویه مدلجایت کارمی کردن این تینت قائد شدو خودتا مارک وزن پیلیت,دیروز ساعت پنج عصر، وقتی داشتم روی مدل جدید کار می‌کردم، اینترنت قطع شد و کل تمرکزم پرید.,,True,دیروس آده پنجاس راخد اشام رویه مدلجایت کارمی کردن این تینت قائد شدو خودتا مارک وزن پیلیت,دیروز ساعت پنج عصر، وقتی داشتم روی مدل جدید کار می کردم، اینترنت قطع شد و کل تمرکزم پرید,1.0,0.4659090909090909
gpu,transformers_whisper,fp16,openai/whisper-base,Shayan,Shayan01,4.248,0.16802129653903344,0.33798388112336397,0.5060051776623974,0.07956306052809886,ام روز هوا خیلی خوبه بما مقام پید رابی کنام,امروز هوا خیلی خوبه و من می‌خوام پیاده‌روی کنم.,,True,ام روز هوا خیلی خوبه بما مقام پید رابی کنام,امروز هوا خیلی خوبه و من می خوام پیاده روی کنم,0.8181818181818182,0.2826086956521739
gpu,transformers_whisper,fp16,openai/whisper-base,Shayan,Shayan02,3.696,0.16802129653903344,0.36414860002696514,0.5321698965659986,0.09852505411984987,من درمیچ مدلک افترم اپنى فورسی رو تیسن کنان,من دارم یک مدل گفتار به متن فارسی رو تست می‌کنم.,,True,من درمیچ مدلک افترم اپنى فورسی رو تیسن کنان,من دارم یک مدل گفتار به متن فارسی رو تست می کنم,0.8333333333333334,0.425531914893617
