device,backend,precision,model_id,speaker,audio_id,duration_sec,load_sec,infer_sec,latency_sec,rtf,pred_text,ref_text,error,success,pred_norm,ref_norm,WER,CER
cpu,transformers_whisper,fp32,openai/whisper-tiny,Ardalan,Ardalan13,8.568,1.2609956348314881,1.7654801597818732,3.0264757946133614,0.20605510735082555,بانی خصم ساری تو زیویدان باری چونه هیجنزا ده بودانم که نمت اتیشو ده چون میترون اتره از هته این دزارشوی,من می‌خواستم سریع توضیح بدم ولی چون هیجان‌زده بودم کلمات قاطی شد و جمله طولانی‌تر از حد انتظار شد.,,True,بانی خصم ساری تو زیویدان باری چونه هیجنزا ده بودانم که نمت اتیشو ده چون میترون اتره از هته این دزارشوی,من می خواستم سریع توضیح بدم ولی چون هیجان زده بودم کلمات قاطی شد و جمله طولانی تر از حد انتظار شد,0.9545454545454546,0.6082474226804123
cpu,transformers_whisper,fp32,openai/whisper-tiny,Ardalan,Ardalan14,9.384,1.2609956348314881,1.975505443289876,3.236501078121364,0.2105184828740277,با خیصی سنگو فرمت هم زارم بان نوزیم موهد تو سهد ایتشان اپع کار می کاره درکتی شو بوران بچا داشگی شیدیمیشه,وقتی سیستم گفتار به متن همزمان با نویز محیط و صدای چند نفر کار می‌کنه، دقتش واقعاً به چالش کشیده می‌شه.,,True,با خیصی سنگو فرمت هم زارم بان نوزیم موهد تو سهد ایتشان اپع کار می کاره درکتی شو بوران بچا داشگی شیدیمیشه,وقتی سیستم گفتار به متن همزمان با نویز محیط و صدای چند نفر کار می کنه، دقتش واقعاً به چالش کشیده می شه,0.9130434782608695,0.5882352941176471
cpu,transformers_whisper,fp32,openai/whisper-tiny,Ardalan,Ardalan15,6.816,1.2609956348314881,1.0791907478123903,2.3401863826438785,0.15833197591144224,پروزی ویسفر بروی پر از اشکو فره چند زعبون اتها مرکوز دره,پروژه‌ی Whisper روی پردازش گفتار چندزبانه تمرکز داره.,,True,پروزی ویسفر بروی پر از اشکو فره چند زعبون اتها مرکوز دره,پروژه ی Whisper روی پردازش گفتار چندزبانه تمرکز داره,1.3333333333333333,0.5769230769230769
cpu,transformers_whisper,fp32,openai/whisper-tiny,Ardalan,Ardalan16,6.72,1.2609956348314881,0.8213620455935597,2.082357680425048,0.12222649487999401,اگر بایتون ایتورش را تران سفر مرهل کارم کرا,من با پایتون، PyTorch و ترنسفورمرها کار می‌کنم.,,True,اگر بایتون ایتورش را تران سفر مرهل کارم کرا,من با پایتون، PyTorch و ترنسفورمرها کار می کنم,1.0,0.5434782608695652
cpu,transformers_whisper,fp32,openai/whisper-tiny,Ardalan,Ardalan17,4.8,1.2609956348314881,0.8309404840692878,2.091936118900776,0.1731126008477683,این فادر اتوی کیت هب کامیت که ازماری پوشناله,این فایل رو توی گیت‌هاب کامیت کردم ولی پوش ندادم.,,True,این فادر اتوی کیت هب کامیت که ازماری پوشناله,این فایل رو توی گیت هاب کامیت کردم ولی پوش ندادم,0.8181818181818182,0.375
cpu,transformers_whisper,fp32,openai/whisper-tiny,Ardalan,Ardalan18,8.04,1.2609956348314881,1.490146964788437,2.751142599619925,0.18534166228711904,دیروز ساده پنجا سراخلاشم ریر مدلجائد کارمی کارده انترد قائد شده خولتها مرکوزا پارید,دیروز ساعت پنج عصر، وقتی داشتم روی مدل جدید کار می‌کردم، اینترنت قطع شد و کل تمرکزم پرید.,,True,دیروز ساده پنجا سراخلاشم ریر مدلجائد کارمی کارده انترد قائد شده خولتها مرکوزا پارید,دیروز ساعت پنج عصر، وقتی داشتم روی مدل جدید کار می کردم، اینترنت قطع شد و کل تمرکزم پرید,0.9473684210526315,0.4431818181818182
cpu,transformers_whisper,fp32,openai/whisper-tiny,Shayan,Shayan01,4.248,1.2609956348314881,0.7303298823535442,1.9913255171850324,0.17192323030921475,ام روزه با خیلی خوب ومن محمیاد رابی کونان,امروز هوا خیلی خوبه و من می‌خوام پیاده‌روی کنم.,,True,ام روزه با خیلی خوب ومن محمیاد رابی کونان,امروز هوا خیلی خوبه و من می خوام پیاده روی کنم,1.0,0.41304347826086957
cpu,transformers_whisper,fp32,openai/whisper-tiny,Shayan,Shayan02,3.696,1.2609956348314881,0.7986954171210527,2.059691051952541,0.21609724489205973,من درمیج مدلک افتر رمت نفارسی رتیس نکانا,من دارم یک مدل گفتار به متن فارسی رو تست می‌کنم.,,True,من درمیج مدلک افتر رمت نفارسی رتیس نکانا,من دارم یک مدل گفتار به متن فارسی رو تست می کنم,0.9166666666666666,0.425531914893617
cpu,transformers_whisper,fp32,openai/whisper-tiny,Shayan,Shayan03,3.648,1.2609956348314881,0.7993133096024394,2.0603089444339275,0.21911000811470377,لطفانین جاملی رو در ریفا بدون اشتبا بینه بیس,لطفاً این جمله را دقیق و بدون اشتباه بنویس.,,True,لطفانین جاملی رو در ریفا بدون اشتبا بینه بیس,لطفاً این جمله را دقیق و بدون اشتباه بنویس,1.0,0.40476190476190477
cpu,transformers_whisper,fp32,openai/whisper-tiny,Shayan,Shayan04,3.744,1.2609956348314881,0.7324822507798672,1.9934778856113553,0.19564162681086195,راستی یا حصلی ترافیگو شلو ویر انا درام,راستش دیگه حوصله‌ی ترافیک و شلوغی رو ندارم.,,True,راستی یا حصلی ترافیگو شلو ویر انا درام,راستش دیگه حوصله ی ترافیک و شلوغی رو ندارم,1.0,0.42857142857142855
cpu,transformers_whisper,fp32,openai/whisper-tiny,Shayan,Shayan05,3.744,1.2609956348314881,0.8418190740048885,2.1028147088363767,0.22484483814233133,علم داری ران نمید نمشیمی خوم بیبالی ادم میدام,الان دقیقاً نمی‌دونم چی می‌خوام بگم ولی ادامه می‌دم!,,True,علم داری ران نمید نمشیمی خوم بیبالی ادم میدام,الان دقیقاً نمی دونم چی می خوام بگم ولی ادامه می دم,1.0,0.43137254901960786
cpu,transformers_whisper,fp32,openai/whisper-tiny,Shayan,Shayan06,4.584,1.2609956348314881,0.744017225690186,2.005012860521674,0.16230742270728318,کف بیس ساته هشت ونخو تبما من دیر جهت,گفت بیا ساعت هشت، ولی خب طبق معمول دیر کرد.,,True,کف بیس ساته هشت ونخو تبما من دیر جهت,گفت بیا ساعت هشت، ولی خب طبق معمول دیر کرد,0.9,0.47619047619047616
cpu,transformers_whisper,fp32,openai/whisper-tiny,Shayan,Shayan07,4.56,1.2609956348314881,0.8875470468774438,2.148542681708932,0.1946375102801412,جلسی بهدی ساتل نهو چلو پاین دیعبی سو پر گزارم شای,جلسه‌ی بعدی ساعت ۹ و ۴۵ دقیقه‌ی صبح برگزار می‌شه.,,True,جلسی بهدی ساتل نهو چلو پاین دیعبی سو پر گزارم شای,جلسه ی بعدی ساعت 9 و 45 دقیقه ی صبح برگزار می شه,1.0,0.5625
cpu,transformers_whisper,fp32,openai/whisper-tiny,Shayan,Shayan08,6.096,1.2609956348314881,1.4168915953487158,2.677887230180204,0.23242972364644288,مبینی سالله از ارسی ستنا و تهاش ده هزار چار سلدر ریب پورا جاه کشه مستنی کار چیار دا,من بین سال‌های ۱۳۹۸ تا ۱۴۰۲ روی پروژه‌های هوش مصنوعی کار کردم.,,True,مبینی سالله از ارسی ستنا و تهاش ده هزار چار سلدر ریب پورا جاه کشه مستنی کار چیار دا,من بین سال های 1398 تا 1402 روی پروژه های هوش مصنوعی کار کردم,1.2857142857142858,0.8524590163934426
cpu,transformers_whisper,fp32,openai/whisper-tiny,Shayan,Shayan09,3.912,1.2609956348314881,0.7805308103561401,2.0415264451876283,0.1995221907863344,گئی مدلاب توگ دو دو بیستو هفت میلیون طوما نه,قیمت این لپ‌تاپ حدود بیست و هفت میلیون تومنه.,,True,گئی مدلاب توگ دو دو بیستو هفت میلیون طوما نه,قیمت این لپ تاپ حدود بیست و هفت میلیون تومنه,0.9,0.4318181818181818
cpu,transformers_whisper,fp32,openai/whisper-tiny,Shayan,Shayan10,5.088,1.2609956348314881,0.8621651092544198,2.123160744085908,0.16945068971195357,شیرش لن شیش باشی روز خلی فر بها همش رو مش هم,شیر، شیلنگ، شیشه و شیراز خیلی شبیه هم شروع می‌شن.,,True,شیرش لن شیش باشی روز خلی فر بها همش رو مش هم,شیر، شیلنگ، شیشه و شیراز خیلی شبیه هم شروع می شن,1.0909090909090908,0.4583333333333333
cpu,transformers_whisper,fp32,openai/whisper-tiny,Shayan,Shayan11,3.768,1.2609956348314881,0.5929295225068927,1.8539251573383808,0.15735921510267853,ساوهی دراختی نرسا کشه کستبود,ساقه‌ی درخت کنار سکو شکسته بود.,,True,ساوهی دراختی نرسا کشه کستبود,ساقه ی درخت کنار سکو شکسته بود,1.0,0.4666666666666667
cpu,transformers_whisper,fp32,openai/whisper-tiny,Shayan,Shayan12,3.408,1.2609956348314881,0.7291705906391144,1.9901662254706025,0.21395850664293262,سارسا بادی سیبسو اخساً جنشوط,سرِ سبد سیب سرخ سنگین شد.,,True,سارسا بادی سیبسو اخساً جنشوط,سرِ سبد سیب سرخ سنگین شد,1.0,0.75
cpu,transformers_whisper,fp32,openai/whisper-tiny,Shayan,Shayan13,7.2,1.2609956348314881,1.761284169740975,3.022279804572463,0.24462280135291317,مامم خاصم ساری توزیه به نماریشون هیجنزت و دم کلا مطراتی شو دجون به تولانیته رزد انتزارشهد,من می‌خواستم سریع توضیح بدم ولی چون هیجان‌زده بودم کلمات قاطی شد و جمله طولانی‌تر از حد انتظار شد.,,True,مامم خاصم ساری توزیه به نماریشون هیجنزت و دم کلا مطراتی شو دجون به تولانیته رزد انتزارشهد,من می خواستم سریع توضیح بدم ولی چون هیجان زده بودم کلمات قاطی شد و جمله طولانی تر از حد انتظار شد,1.0,0.4742268041237113
cpu,transformers_whisper,fp32,openai/whisper-tiny,Shayan,Shayan14,7.224,1.2609956348314881,1.7507006889209151,3.0116963237524033,0.24234505660588526,اما اختیسی سمگ افتر لنا تم زاوم بنویز مویتی سدیچا نفر کارن کنه در اتیش و غام بچالش کشی دمیشه,وقتی سیستم گفتار به متن همزمان با نویز محیط و صدای چند نفر کار می‌کنه، دقتش واقعاً به چالش کشیده می‌شه.,,True,اما اختیسی سمگ افتر لنا تم زاوم بنویز مویتی سدیچا نفر کارن کنه در اتیش و غام بچالش کشی دمیشه,وقتی سیستم گفتار به متن همزمان با نویز محیط و صدای چند نفر کار می کنه، دقتش واقعاً به چالش کشیده می شه,0.9565217391304348,0.5
cpu,transformers_whisper,fp32,openai/whisper-tiny,Shayan,Shayan15,4.56,1.2609956348314881,0.9248626986518502,2.1858583334833384,0.2028207672482128,پورجی بیس بری پرزش گفتر چانزاوانا تلاقوز دره,پروژه‌ی Whisper روی پردازش گفتار چندزبانه تمرکز داره.,,True,پورجی بیس بری پرزش گفتر چانزاوانا تلاقوز دره,پروژه ی Whisper روی پردازش گفتار چندزبانه تمرکز داره,1.0,0.5
cpu,transformers_whisper,fp32,openai/whisper-tiny,Shayan,Shayan16,4.032,1.2609956348314881,0.7482452932745218,2.00924092810601,0.18557670964149847,ممبر پائچون پائٹوش و تراثفون مرحقا رکانا,من با پایتون، PyTorch و ترنسفورمرها کار می‌کنم.,,True,ممبر پائچون پائٹوش و تراثفون مرحقا رکانا,من با پایتون، PyTorch و ترنسفورمرها کار می کنم,0.8888888888888888,0.5869565217391305
cpu,transformers_whisper,fp32,openai/whisper-tiny,Shayan,Shayan17,3.576,1.2609956348314881,0.7912462363019586,2.0522418711334467,0.22126572603522332,این فالو تویگی تو کامیت که نمالی پوش ندادا,این فایل رو توی گیت‌هاب کامیت کردم ولی پوش ندادم.,,True,این فالو تویگی تو کامیت که نمالی پوش ندادا,این فایل رو توی گیت هاب کامیت کردم ولی پوش ندادم,0.7272727272727273,0.2916666666666667
cpu,transformers_whisper,fp32,openai/whisper-tiny,Shayan,Shayan18,6.216,1.2609956348314881,1.582163406535983,2.843159041367471,0.25453079255726885,دیرو ساتب هنجارس راکفی داشم رمو دلجائی کارم کرمی تینت نتخد کلی تمار کزام پرید,دیروز ساعت پنج عصر، وقتی داشتم روی مدل جدید کار می‌کردم، اینترنت قطع شد و کل تمرکزم پرید.,,True,دیرو ساتب هنجارس راکفی داشم رمو دلجائی کارم کرمی تینت نتخد کلی تمار کزام پرید,دیروز ساعت پنج عصر، وقتی داشتم روی مدل جدید کار می کردم، اینترنت قطع شد و کل تمرکزم پرید,0.9473684210526315,0.4318181818181818
cpu,transformers_whisper,fp32,openai/whisper-base,Ardalan,Ardalan01,5.4,0.876399680170127,1.4315989557653666,2.3079986359354936,0.2651109177343271,ایم روز ها بخیدی خوبه او ها میخام پیلد ربی کنه,امروز هوا خیلی خوبه و من می‌خوام پیاده‌روی کنم.,,True,ایم روز ها بخیدی خوبه او ها میخام پیلد ربی کنه,امروز هوا خیلی خوبه و من می خوام پیاده روی کنم,1.0,0.30434782608695654
cpu,transformers_whisper,fp32,openai/whisper-base,Ardalan,Ardalan02,6.0,0.876399680170127,1.564288574270904,2.440688254441031,0.260714762378484,مندرام ایش مدده دایقو افتار بِمادس افارسی رو تیسم کارام,من دارم یک مدل گفتار به متن فارسی رو تست می‌کنم.,,True,مندرام ایش مدده دایقو افتار بِمادس افارسی رو تیسم کارام,من دارم یک مدل گفتار به متن فارسی رو تست می کنم,0.9166666666666666,0.574468085106383
cpu,transformers_whisper,fp32,openai/whisper-base,Ardalan,Ardalan03,4.728,0.876399680170127,1.392670826986432,2.269070507156559,0.2945581275352014,جو تفنی جومدرو تاقیگو با دن اشتلا با نبیس,لطفاً این جمله را دقیق و بدون اشتباه بنویس.,,True,جو تفنی جومدرو تاقیگو با دن اشتلا با نبیس,لطفاً این جمله را دقیق و بدون اشتباه بنویس,1.0,0.5952380952380952
cpu,transformers_whisper,fp32,openai/whisper-base,Ardalan,Ardalan04,4.008,0.876399680170127,1.3590826401486993,2.2354823203188263,0.3390924750870008,راستش تیگیه اصلای تیرافیگو شلیوگی رونادر,راستش دیگه حوصله‌ی ترافیک و شلوغی رو ندارم.,,True,راستش تیگیه اصلای تیرافیگو شلیوگی رونادر,راستش دیگه حوصله ی ترافیک و شلوغی رو ندارم,0.8888888888888888,0.35714285714285715
cpu,transformers_whisper,fp32,openai/whisper-base,Ardalan,Ardalan05,4.944,0.876399680170127,1.4713711962103844,2.3477708763805114,0.29760744259918775,آلا دیتا ایغانی میلی رم چیمی خمبیان واری دا میدار,الان دقیقاً نمی‌دونم چی می‌خوام بگم ولی ادامه می‌دم!,,True,آلا دیتا ایغانی میلی رم چیمی خمبیان واری دا میدار,الان دقیقاً نمی دونم چی می خوام بگم ولی ادامه می دم,1.0,0.5882352941176471
cpu,transformers_whisper,fp32,openai/whisper-base,Ardalan,Ardalan06,7.152,0.876399680170127,1.307335332967341,2.183735013137468,0.18279297161176467,کفت بیو سات هاشت با دیگه تو ها مدی رکیارت,گفت بیا ساعت هشت، ولی خب طبق معمول دیر کرد.,,True,کفت بیو سات هاشت با دیگه تو ها مدی رکیارت,گفت بیا ساعت هشت، ولی خب طبق معمول دیر کرد,1.0,0.5952380952380952
cpu,transformers_whisper,fp32,openai/whisper-base,Ardalan,Ardalan07,5.4,0.876399680170127,1.5663913870230317,2.4427910671931587,0.29007247907833916,چیرازی بیت ساتی نهوگی سپنش دین ریس سوپای گزارمشی,جلسه‌ی بعدی ساعت ۹ و ۴۵ دقیقه‌ی صبح برگزار می‌شه.,,True,چیرازی بیت ساتی نهوگی سپنش دین ریس سوپای گزارمشی,جلسه ی بعدی ساعت 9 و 45 دقیقه ی صبح برگزار می شه,1.0,0.6875
cpu,transformers_whisper,fp32,openai/whisper-base,Ardalan,Ardalan08,7.152,0.876399680170127,2.062100370414555,2.938500050584682,0.28832499586333266,من بین ساده از ارسد نواته هش تو از آر شرصه دو بی پورجه اوشه اصلای کال خیر دا,من بین سال‌های ۱۳۹۸ تا ۱۴۰۲ روی پروژه‌های هوش مصنوعی کار کردم.,,True,من بین ساده از ارسد نواته هش تو از آر شرصه دو بی پورجه اوشه اصلای کال خیر دا,من بین سال های 1398 تا 1402 روی پروژه های هوش مصنوعی کار کردم,1.2142857142857142,0.7213114754098361
cpu,transformers_whisper,fp32,openai/whisper-base,Ardalan,Ardalan09,4.848,0.876399680170127,1.0850134566426277,1.9614131368127548,0.22380640607314928,ایما تین دابتوب حلی بیستهاف بلین توانا,قیمت این لپ‌تاپ حدود بیست و هفت میلیون تومنه.,,True,ایما تین دابتوب حلی بیستهاف بلین توانا,قیمت این لپ تاپ حدود بیست و هفت میلیون تومنه,1.0,0.4772727272727273
cpu,transformers_whisper,fp32,openai/whisper-base,Ardalan,Ardalan10,6.216,0.876399680170127,1.3284680470824242,2.204867727252551,0.21371751079189577,شیر شلاق شی شو شی روز خلی شابی هم شرم شن,شیر، شیلنگ، شیشه و شیراز خیلی شبیه هم شروع می‌شن.,,True,شیر شلاق شی شو شی روز خلی شابی هم شرم شن,شیر، شیلنگ، شیشه و شیراز خیلی شبیه هم شروع می شن,0.9090909090909091,0.3541666666666667
cpu,transformers_whisper,fp32,openai/whisper-base,Ardalan,Ardalan11,3.96,0.876399680170127,1.1132122743874788,1.9896119545576059,0.2811142107039088,سالی دیر اخطه که نرسته کشه کسته اوط,ساقه‌ی درخت کنار سکو شکسته بود.,,True,سالی دیر اخطه که نرسته کشه کسته اوط,ساقه ی درخت کنار سکو شکسته بود,1.1428571428571428,0.6333333333333333
cpu,transformers_whisper,fp32,openai/whisper-base,Ardalan,Ardalan12,4.008,0.876399680170127,1.0160344149917364,1.8924340951618634,0.2535016005468404,سالا سبا ده سیلسور سنگین شلک,سرِ سبد سیب سرخ سنگین شد.,,True,سالا سبا ده سیلسور سنگین شلک,سرِ سبد سیب سرخ سنگین شد,0.8333333333333334,0.5
cpu,transformers_whisper,fp32,openai/whisper-base,Ardalan,Ardalan13,8.568,0.876399680170127,2.6748649729415774,3.5512646531117045,0.31219245715938115,ما نی خوستم سای تو زیویدن واری چون حیجن زد بودن که نمت سقاتی شو دو جوم رو نتر از هده این دیزار شود,من می‌خواستم سریع توضیح بدم ولی چون هیجان‌زده بودم کلمات قاطی شد و جمله طولانی‌تر از حد انتظار شد.,,True,ما نی خوستم سای تو زیویدن واری چون حیجن زد بودن که نمت سقاتی شو دو جوم رو نتر از هده این دیزار شود,من می خواستم سریع توضیح بدم ولی چون هیجان زده بودم کلمات قاطی شد و جمله طولانی تر از حد انتظار شد,1.0,0.422680412371134
cpu,transformers_whisper,fp32,openai/whisper-base,Ardalan,Ardalan14,9.384,0.876399680170127,2.6074929712340236,3.4838926514041506,0.2778658323991926,باخس سیستانه گفرلمات همزار موننویزه مونکی تصد ایت شعن نقفا کرن کنه دیکتی شفوران بچالش کشی دمیشه,وقتی سیستم گفتار به متن همزمان با نویز محیط و صدای چند نفر کار می‌کنه، دقتش واقعاً به چالش کشیده می‌شه.,,True,باخس سیستانه گفرلمات همزار موننویزه مونکی تصد ایت شعن نقفا کرن کنه دیکتی شفوران بچالش کشی دمیشه,وقتی سیستم گفتار به متن همزمان با نویز محیط و صدای چند نفر کار می کنه، دقتش واقعاً به چالش کشیده می شه,1.0,0.5196078431372549
cpu,transformers_whisper,fp32,openai/whisper-base,Ardalan,Ardalan15,6.816,0.876399680170127,1.6167439753189683,2.4931436554890953,0.23719835318646837,پروجه ویسپر بوی پرزاشه گفتره چنگ زابانه تارکوز دره,پروژه‌ی Whisper روی پردازش گفتار چندزبانه تمرکز داره.,,True,پروجه ویسپر بوی پرزاشه گفتره چنگ زابانه تارکوز دره,پروژه ی Whisper روی پردازش گفتار چندزبانه تمرکز داره,1.0,0.4230769230769231
cpu,transformers_whisper,fp32,openai/whisper-base,Ardalan,Ardalan16,6.72,0.876399680170127,1.3474586410447955,2.2238583212149226,0.2005146787269041,بایتون باوی تورس رات ترنس فورمر هل کارمکارا,من با پایتون، PyTorch و ترنسفورمرها کار می‌کنم.,,True,بایتون باوی تورس رات ترنس فورمر هل کارمکارا,من با پایتون، PyTorch و ترنسفورمرها کار می کنم,1.0,0.6086956521739131
cpu,transformers_whisper,fp32,openai/whisper-base,Ardalan,Ardalan17,4.8,0.876399680170127,1.4683963181450963,2.3447959983152233,0.30591589961356175,این فادره تویقیت هب کامیت که از این باری پوشن از,این فایل رو توی گیت‌هاب کامیت کردم ولی پوش ندادم.,,True,این فادره تویقیت هب کامیت که از این باری پوشن از,این فایل رو توی گیت هاب کامیت کردم ولی پوش ندادم,0.9090909090909091,0.4583333333333333
cpu,transformers_whisper,fp32,openai/whisper-base,Ardalan,Ardalan18,8.04,0.876399680170127,2.833708019927144,3.710107700097271,0.35245124625959506,دیروس آده پنجاس راخد اشام رویه مدلجایت کارمی کردن این تینت قائد شدو خودتا مارک وزن پیلیت,دیروز ساعت پنج عصر، وقتی داشتم روی مدل جدید کار می‌کردم، اینترنت قطع شد و کل تمرکزم پرید.,,True,دیروس آده پنجاس راخد اشام رویه مدلجایت کارمی کردن این تینت قائد شدو خودتا مارک وزن پیلیت,دیروز ساعت پنج عصر، وقتی داشتم روی مدل جدید کار می کردم، اینترنت قطع شد و کل تمرکزم پرید,1.0,0.4659090909090909
cpu,transformers_whisper,fp32,openai/whisper-base,Shayan,Shayan01,4.248,0.876399680170127,1.358452652581036,2.234852332751163,0.31978640597482016,ام روز هوا خیلی خوبه بما مقام پید رابی کنام,امروز هوا خیلی خوبه و من می‌خوام پیاده‌روی کنم.,,True,ام روز هوا خیلی خوبه بما مقام پید رابی کنام,امروز هوا خیلی خوبه و من می خوام پیاده روی کنم,0.8181818181818182,0.2826086956521739
cpu,transformers_whisper,fp32,openai/whisper-base,Shayan,Shayan02,3.696,0.876399680170127,1.3560354197397828,2.23243509990991,0.36689270014604514,من درمیچ مدلک افترم اپنى فورسی رو تیسن کنان,من دارم یک مدل گفتار به متن فارسی رو تست می‌کنم.,,True,من درمیچ مدلک افترم اپنى فورسی رو تیسن کنان,من دارم یک مدل گفتار به متن فارسی رو تست می کنم,0.8333333333333334,0.425531914893617
cpu,transformers_whisper,fp32,openai/whisper-base,Shayan,Shayan03,3.648,0.876399680170127,1.2922123922035098,2.168612072373637,0.3542248882136814,لتفنن جوم لرد اقیق و بدن اشتبار بنبیس,لطفاً این جمله را دقیق و بدون اشتباه بنویس.,,True,لتفنن جوم لرد اقیق و بدن اشتبار بنبیس,لطفاً این جمله را دقیق و بدون اشتباه بنویس,0.8888888888888888,0.35714285714285715
